session_id,player_id,session_date,platform,country,duration_sec,rounds_played,rounds_won
S0002965,P00129,2024-01-24,android,IN,1751,4,1
S0002966,P00129,2024-01-25,android,IN,1430,7,1
S0002967,P00129,2024-01-25,android,IN,2042,5,0
S0002968,P00129,2024-01-25,android,IN,2747,7,2
S0002969,P00129,2024-01-25,android,IN,930,7,3
S0002970,P00129,2024-01-25,android,IN,2114,8,3
S0002971,P00129,2024-01-26,android,IN,3985,5,0
S0002972,P00129,2024-01-26,android,IN,2550,2,1
S0002973,P00129,2024-01-26,android,IN,1871,5,1
S0002974,P00129,2024-01-30,android,IN,2654,3,3
S0002975,P00129,2024-01-30,android,IN,2372,3,1
S0002976,P00129,2024-01-31,android,IN,2841,7,3
S0002977,P00129,2024-02-02,android,IN,536,4,2
S0002978,P00129,2024-02-03,android,IN,711,3,1
S0002979,P00129,2024-02-03,android,IN,3304,8,1
S0002980,P00129,2024-02-06,android,IN,732,5,0
S0002981,P00129,2024-02-09,android,IN,2300,2,2
S0002982,P00129,2024-02-09,android,IN,1463,8,1
S0002983,P00129,2024-02-10,android,IN,994,6,2
S0002984,P00129,2024-02-10,android,IN,2230,1,1
S0002985,P00129,2024-02-10,android,IN,2039,5,0
S0002986,P00129,2024-02-10,android,IN,5400,8,3
S0002987,P00129,2024-02-10,android,IN,1242,3,3
S0002988,P00129,2024-02-12,android,IN,4290,6,1
S0002989,P00129,2024-02-28,android,IN,2233,8,1
S0002990,P00129,2024-03-12,android,IN,1216,2,2
S0002991,P00129,2024-03-21,android,IN,2920,8,3
S0002992,P00129,2024-03-21,android,IN,2538,1,1
S0002993,P00129,2024-03-26,android,IN,1847,1,1
S0002994,P00129,2024-03-26,android,IN,2121,2,1
S0002995,P00130,2024-03-06,android,ID,1263,5,2
S0002996,P00130,2024-03-06,android,ID,1101,6,2
S0002997,P00130,2024-03-08,android,ID,2851,1,1
S0002998,P00130,2024-03-08,android,ID,1580,8,2
S0002999,P00130,2024-03-09,android,ID,1723,6,3
S0003000,P00130,2024-03-10,android,ID,2138,3,3
S0003001,P00130,2024-03-10,android,ID,2120,2,1
S0003002,P00130,2024-03-10,android,ID,766,6,1
S0003003,P00130,2024-03-11,android,ID,3911,2,2
S0003004,P00130,2024-03-12,android,ID,1944,3,3
S0003005,P00130,2024-03-12,android,ID,1601,4,2
S0003006,P00130,2024-03-14,android,ID,2341,8,2
S0003007,P00130,2024-03-17,android,ID,2083,5,2
S0003008,P00130,2024-03-20,android,ID,2864,4,0
S0003009,P00130,2024-03-20,android,ID,2496,2,2
S0003010,P00130,2024-03-23,android,ID,2781,6,2
S0003011,P00130,2024-03-26,android,ID,4066,5,0
S0003012,P00130,2024-03-26,android,ID,3072,6,1
S0003013,P00130,2024-03-26,android,ID,1642,8,0
S0003014,P00130,2024-03-26,android,ID,921,4,1
S0003015,P00130,2024-03-26,android,ID,4918,5,0
S0003016,P00130,2024-03-30,android,ID,1567,4,1
S0003017,P00130,2024-03-31,android,ID,1361,1,1
S0003018,P00131,2024-03-04,android,BR,637,4,3
S0003019,P00131,2024-03-04,android,BR,2215,3,3
S0003020,P00131,2024-03-05,android,BR,1976,7,2
S0003021,P00131,2024-03-05,android,BR,728,6,2
S0003022,P00131,2024-03-05,android,BR,2373,7,2
S0003023,P00131,2024-03-05,android,BR,1340,6,1
S0003024,P00131,2024-03-06,android,BR,5400,3,2
S0003025,P00131,2024-03-09,android,BR,1284,3,0
S0003026,P00131,2024-03-09,android,BR,1392,8,2
S0003027,P00131,2024-03-10,android,BR,1069,4,2
S0003028,P00131,2024-03-10,android,BR,3892,4,3
S0003029,P00131,2024-03-10,android,BR,1445,5,0
S0003030,P00131,2024-03-11,android,BR,1170,7,0
S0003031,P00131,2024-03-11,android,BR,2763,3,0
S0003032,P00131,2024-03-12,android,BR,789,1,1
S0003033,P00131,2024-03-12,android,BR,2630,8,1
S0003034,P00131,2024-03-13,android,BR,5265,5,2
S0003035,P00131,2024-03-17,android,BR,2540,3,3
S0003036,P00131,2024-03-17,android,BR,2651,4,3
S0003037,P00131,2024-03-17,android,BR,3047,5,2
S0003038,P00131,2024-03-18,android,BR,5043,7,1
S0003039,P00131,2024-03-18,android,BR,3736,6,0
S0003040,P00131,2024-03-20,android,BR,2353,2,0
S0003041,P00131,2024-03-20,android,BR,3109,2,2
S0003042,P00131,2024-03-20,android,BR,1062,7,1
S0003043,P00131,2024-03-22,android,BR,2880,3,1
S0003044,P00131,2024-03-22,android,BR,988,1,1
S0003045,P00131,2024-03-24,android,BR,1450,7,3
S0003046,P00131,2024-03-29,android,BR,284,3,3
S0003047,P00132,2024-01-12,android,US,2300,4,1
S0003048,P00132,2024-01-13,android,US,1228,2,1
S0003049,P00132,2024-01-13,android,US,3521,8,0
S0003050,P00132,2024-01-14,android,US,2284,1,0
S0003051,P00132,2024-01-15,android,US,3549,1,0
S0003052,P00132,2024-01-16,android,US,943,1,1
S0003053,P00132,2024-01-19,android,US,3371,3,1
S0003054,P00132,2024-01-19,android,US,5400,6,0
S0003055,P00132,2024-01-27,android,US,2859,8,0
S0003056,P00132,2024-02-01,android,US,2905,5,0
S0003057,P00132,2024-02-01,android,US,2001,6,1
S0003058,P00132,2024-02-01,android,US,1319,3,0
S0003059,P00132,2024-02-01,android,US,2854,8,1
S0003060,P00132,2024-02-10,android,US,732,6,1
S0003061,P00132,2024-02-10,android,US,1407,6,1
S0003062,P00132,2024-02-13,android,US,624,6,0
S0003063,P00132,2024-02-13,android,US,1185,8,0
S0003064,P00132,2024-02-15,android,US,2657,7,1
S0003065,P00132,2024-02-15,android,US,2448,5,2
S0003066,P00132,2024-02-16,android,US,1864,5,3
S0003067,P00132,2024-02-16,android,US,2002,7,3
S0003068,P00132,2024-02-16,android,US,583,7,0
S0003069,P00132,2024-02-26,android,US,1445,4,0
S0003070,P00132,2024-02-26,android,US,1201,5,1
S0003071,P00132,2024-02-26,android,US,1217,6,0
S0003072,P00132,2024-02-28,android,US,2590,4,2
S0003073,P00132,2024-03-01,android,US,1078,7,1
S0003074,P00132,2024-03-01,android,US,1257,6,0
S0003075,P00132,2024-03-01,android,US,516,4,0
S0003076,P00132,2024-03-10,android,US,1515,2,1
S0003077,P00132,2024-03-11,android,US,941,6,1
S0003078,P00133,2024-01-07,android,BR,1896,5,3
S0003079,P00133,2024-01-07,android,BR,1021,5,1
S0003080,P00133,2024-01-09,android,BR,1925,7,0
S0003081,P00133,2024-01-09,android,BR,1657,7,3
S0003082,P00133,2024-01-09,android,BR,4930,7,2
S0003083,P00133,2024-01-09,android,BR,2436,4,3
S0003084,P00133,2024-01-10,android,BR,599,7,0
S0003085,P00133,2024-01-11,android,BR,846,4,0
S0003086,P00133,2024-01-11,android,BR,1868,2,0
S0003087,P00133,2024-01-12,android,BR,1034,2,0
S0003088,P00133,2024-01-12,android,BR,304,6,1
S0003089,P00133,2024-01-12,android,BR,4063,5,3
S0003090,P00134,2024-01-15,android,FR,2785,5,0
S0003091,P00134,2024-01-16,android,FR,2471,4,0
S0003092,P00134,2024-01-17,android,FR,1255,3,0
S0003093,P00134,2024-01-17,android,FR,2336,8,3
S0003094,P00134,2024-01-18,android,FR,1184,7,1
S0003095,P00134,2024-01-19,android,FR,2044,2,0
S0003096,P00134,2024-01-19,android,FR,1040,7,2
S0003097,P00134,2024-01-20,android,FR,4490,1,0
S0003098,P00134,2024-01-23,android,FR,704,3,2
S0003099,P00134,2024-01-25,android,FR,3787,8,1
S0003100,P00134,2024-01-27,android,FR,1850,5,0
S0003101,P00134,2024-01-28,android,FR,1347,6,3
S0003102,P00134,2024-01-28,android,FR,1998,1,1
S0003103,P00134,2024-01-29,android,FR,2807,5,1
S0003104,P00134,2024-01-30,android,FR,4105,1,0
S0003105,P00134,2024-01-30,android,FR,2181,2,1
S0003106,P00134,2024-01-30,android,FR,1059,1,0
S0003107,P00134,2024-01-30,android,FR,1869,6,2
S0003108,P00134,2024-01-30,android,FR,5378,1,0
S0003109,P00134,2024-02-02,android,FR,4058,1,1
S0003110,P00134,2024-02-04,android,FR,3118,1,0
S0003111,P00134,2024-02-05,android,FR,2914,8,3
S0003112,P00134,2024-02-05,android,FR,2750,5,3
S0003113,P00134,2024-02-05,android,FR,3623,8,1
S0003114,P00134,2024-02-12,android,FR,1374,6,1
S0003115,P00134,2024-02-12,android,FR,801,3,2
S0003116,P00134,2024-02-14,android,FR,1884,5,1
S0003117,P00134,2024-02-14,android,FR,1107,6,0
S0003118,P00134,2024-02-14,android,FR,960,7,2
S0003119,P00134,2024-02-14,android,FR,1173,3,0
S0003120,P00134,2024-02-14,android,FR,5400,8,3
S0003121,P00135,2024-01-20,ios,BR,1961,8,3
S0003122,P00135,2024-01-20,ios,BR,2246,7,3
S0003123,P00135,2024-01-21,ios,BR,868,7,1
S0003124,P00135,2024-01-22,ios,BR,598,4,1
S0003125,P00135,2024-01-23,ios,BR,1106,6,3
S0003126,P00135,2024-01-23,ios,BR,4285,7,2
S0003127,P00135,2024-01-23,ios,BR,2209,5,1
S0003128,P00135,2024-01-23,ios,BR,2589,7,1
S0003129,P00135,2024-01-24,ios,BR,2816,8,2
S0003130,P00135,2024-01-24,ios,BR,1267,7,0
S0003131,P00135,2024-01-25,ios,BR,4157,3,3
S0003132,P00135,2024-01-27,ios,BR,1236,1,0
S0003133,P00135,2024-01-27,ios,BR,4203,7,1
S0003134,P00135,2024-01-27,ios,BR,2357,5,1
S0003135,P00135,2024-01-27,ios,BR,618,7,1
S0003136,P00135,2024-01-28,ios,BR,1154,4,1
S0003137,P00135,2024-01-30,ios,BR,619,1,0
S0003138,P00135,2024-01-30,ios,BR,3633,2,0
S0003139,P00135,2024-01-31,ios,BR,1781,1,1
S0003140,P00135,2024-01-31,ios,BR,474,2,1
S0003141,P00135,2024-01-31,ios,BR,2265,6,1
S0003142,P00135,2024-01-31,ios,BR,1309,3,1
S0003143,P00135,2024-02-01,ios,BR,742,6,3
S0003144,P00135,2024-02-02,ios,BR,4948,5,2
S0003145,P00135,2024-02-02,ios,BR,1928,2,2
S0003146,P00135,2024-02-02,ios,BR,1516,3,1
S0003147,P00135,2024-02-03,ios,BR,1422,7,1
S0003148,P00135,2024-02-07,ios,BR,729,4,0
S0003149,P00135,2024-02-07,ios,BR,826,3,3
S0003150,P00135,2024-02-07,ios,BR,3908,2,0
S0003151,P00135,2024-02-08,ios,BR,1360,7,3
S0003152,P00135,2024-02-09,ios,BR,1832,6,3
S0003153,P00135,2024-02-11,ios,BR,530,8,2
S0003154,P00135,2024-02-11,ios,BR,819,6,0
S0003155,P00135,2024-02-11,ios,BR,2606,6,0
S0003156,P00135,2024-02-11,ios,BR,2267,3,1
S0003157,P00135,2024-02-15,ios,BR,5177,4,2
S0003158,P00135,2024-02-15,ios,BR,4047,5,0
S0003159,P00135,2024-02-15,ios,BR,1574,6,3
S0003160,P00135,2024-02-15,ios,BR,2401,1,1
S0003161,P00135,2024-02-22,ios,BR,1495,3,0
S0003162,P00135,2024-03-04,ios,BR,5400,1,0
S0003163,P00135,2024-03-04,ios,BR,3602,5,3
S0003164,P00135,2024-03-04,ios,BR,2001,4,3
S0003165,P00135,2024-03-04,ios,BR,2039,7,3
S0003166,P00135,2024-03-05,ios,BR,4302,7,2
S0003167,P00135,2024-03-05,ios,BR,2559,6,3
S0003168,P00136,2024-03-21,android,IN,4606,2,2
S0003169,P00136,2024-03-21,android,IN,484,6,0
S0003170,P00136,2024-03-22,android,IN,2384,2,0
S0003171,P00136,2024-03-23,android,IN,1327,3,1
S0003172,P00136,2024-03-24,android,IN,5186,1,0
S0003173,P00136,2024-03-24,android,IN,4572,6,0
S0003174,P00136,2024-03-24,android,IN,1844,3,3
S0003175,P00136,2024-03-24,android,IN,4543,6,0
S0003176,P00136,2024-03-25,android,IN,5270,3,1
S0003177,P00137,2024-01-21,android,GB,1890,2,0
S0003178,P00137,2024-01-21,android,GB,5400,7,1
S0003179,P00137,2024-01-21,android,GB,1774,4,0
S0003180,P00137,2024-01-22,android,GB,1589,4,3
S0003181,P00137,2024-01-23,android,GB,3039,8,1
S0003182,P00137,2024-01-23,android,GB,1462,8,2
S0003183,P00137,2024-01-23,android,GB,1903,1,1
S0003184,P00137,2024-01-24,android,GB,4211,3,1
S0003185,P00137,2024-01-25,android,GB,1829,4,0
S0003186,P00137,2024-01-25,android,GB,653,2,0
S0003187,P00137,2024-01-25,android,GB,2253,3,2
S0003188,P00137,2024-01-25,android,GB,1190,4,1
S0003189,P00137,2024-01-26,android,GB,3038,5,3
S0003190,P00137,2024-01-26,android,GB,2745,5,1
S0003191,P00137,2024-01-26,android,GB,4371,7,2
S0003192,P00137,2024-01-29,android,GB,3116,5,2
S0003193,P00137,2024-01-29,android,GB,3477,3,0
S0003194,P00137,2024-01-30,android,GB,1210,1,1
S0003195,P00137,2024-01-30,android,GB,2928,2,2
S0003196,P00138,2024-03-28,android,BR,5400,2,1
S0003197,P00138,2024-03-28,android,BR,1196,6,0
S0003198,P00138,2024-03-28,android,BR,5323,5,2
S0003199,P00138,2024-03-29,android,BR,1300,8,2
S0003200,P00138,2024-03-29,android,BR,1084,8,2
S0003201,P00138,2024-03-29,android,BR,2159,8,2
S0003202,P00138,2024-03-30,android,BR,2778,4,1
S0003203,P00138,2024-03-30,android,BR,3124,1,1
S0003204,P00138,2024-03-30,android,BR,1015,7,3
S0003205,P00139,2024-02-24,ios,FR,2346,7,3
S0003206,P00139,2024-02-24,ios,FR,1198,8,3
S0003207,P00139,2024-02-24,ios,FR,739,3,1
S0003208,P00139,2024-02-25,ios,FR,1035,1,0
S0003209,P00139,2024-02-26,ios,FR,1152,3,3
S0003210,P00139,2024-02-27,ios,FR,2472,3,1
S0003211,P00139,2024-02-27,ios,FR,3609,3,1
S0003212,P00139,2024-02-28,ios,FR,747,3,2
S0003213,P00139,2024-02-29,ios,FR,2233,7,1
S0003214,P00139,2024-03-01,ios,FR,892,5,1
S0003215,P00139,2024-03-01,ios,FR,2637,4,3
S0003216,P00139,2024-03-01,ios,FR,1244,8,3
S0003217,P00139,2024-03-01,ios,FR,962,7,1
S0003218,P00139,2024-03-01,ios,FR,2921,8,0
S0003219,P00139,2024-03-02,ios,FR,1271,6,3
S0003220,P00139,2024-03-03,ios,FR,1495,8,1
S0003221,P00139,2024-03-04,ios,FR,477,5,1
S0003222,P00139,2024-03-05,ios,FR,3190,7,0
S0003223,P00139,2024-03-08,ios,FR,2958,3,2
S0003224,P00139,2024-03-11,ios,FR,1813,4,1
S0003225,P00140,2024-03-17,ios,FR,723,5,2
S0003226,P00140,2024-03-17,ios,FR,3735,6,1
S0003227,P00140,2024-03-17,ios,FR,1212,3,2
S0003228,P00140,2024-03-17,ios,FR,1377,4,1
S0003229,P00140,2024-03-17,ios,FR,5400,4,3
S0003230,P00140,2024-03-18,ios,FR,1185,6,0
S0003231,P00140,2024-03-18,ios,FR,2822,7,1
S0003232,P00140,2024-03-18,ios,FR,2533,6,0
S0003233,P00140,2024-03-18,ios,FR,2284,8,3
S0003234,P00140,2024-03-19,ios,FR,2141,5,0
S0003235,P00140,2024-03-19,ios,FR,2266,8,3
S0003236,P00140,2024-03-19,ios,FR,2128,4,2
S0003237,P00140,2024-03-19,ios,FR,1752,3,2
S0003238,P00140,2024-03-21,ios,FR,4477,1,1
S0003239,P00140,2024-03-22,ios,FR,822,3,2
S0003240,P00140,2024-03-22,ios,FR,3337,6,3
S0003241,P00140,2024-03-24,ios,FR,2961,4,0
S0003242,P00140,2024-03-24,ios,FR,2749,5,0
S0003243,P00140,2024-03-26,ios,FR,3534,5,1
S0003244,P00140,2024-03-26,ios,FR,1710,7,3
S0003245,P00140,2024-03-26,ios,FR,589,1,1
S0003246,P00140,2024-03-27,ios,FR,1731,1,0
S0003247,P00141,2024-01-09,android,BR,997,8,1
S0003248,P00141,2024-01-10,android,BR,1165,3,3
S0003249,P00141,2024-01-11,android,BR,857,5,3
S0003250,P00141,2024-01-12,android,BR,1357,8,2
S0003251,P00141,2024-01-12,android,BR,1263,3,1
S0003252,P00141,2024-01-12,android,BR,434,6,0
S0003253,P00141,2024-01-13,android,BR,2752,8,2
S0003254,P00141,2024-01-13,android,BR,5400,3,2
S0003255,P00141,2024-01-13,android,BR,2601,7,0
S0003256,P00141,2024-01-13,android,BR,1600,7,2
S0003257,P00141,2024-01-14,android,BR,1749,1,1
S0003258,P00141,2024-01-15,android,BR,1404,1,0
S0003259,P00141,2024-01-15,android,BR,1908,3,3
S0003260,P00141,2024-01-15,android,BR,1768,2,0
S0003261,P00141,2024-01-16,android,BR,1091,3,1
S0003262,P00141,2024-01-17,android,BR,4962,6,2
S0003263,P00141,2024-01-18,android,BR,740,2,1
S0003264,P00141,2024-01-19,android,BR,2782,7,3
S0003265,P00141,2024-01-22,android,BR,1701,3,0
S0003266,P00141,2024-01-25,android,BR,5400,1,0
S0003267,P00141,2024-01-29,android,BR,2218,3,1
S0003268,P00141,2024-01-29,android,BR,1456,6,2
S0003269,P00141,2024-01-29,android,BR,1558,7,3
S0003270,P00141,2024-01-30,android,BR,1851,8,0
S0003271,P00141,2024-01-30,android,BR,910,7,0
S0003272,P00141,2024-01-30,android,BR,1141,1,0
S0003273,P00141,2024-02-01,android,BR,619,1,1
S0003274,P00141,2024-02-01,android,BR,1039,2,2
S0003275,P00141,2024-02-06,android,BR,1912,5,2
S0003276,P00141,2024-02-09,android,BR,2164,5,2
S0003277,P00141,2024-02-20,android,BR,551,2,2
S0003278,P00141,2024-03-07,android,BR,1665,3,2
S0003279,P00142,2024-02-19,android,IN,2535,7,2
S0003280,P00142,2024-02-19,android,IN,1639,2,1
S0003281,P00142,2024-02-20,android,IN,1236,1,0
S0003282,P00142,2024-02-21,android,IN,1411,4,0
S0003283,P00143,2024-02-18,android,BR,1307,3,0
S0003284,P00143,2024-02-18,android,BR,1233,2,0
S0003285,P00143,2024-02-18,android,BR,2006,4,3
S0003286,P00143,2024-02-18,android,BR,5400,5,2
S0003287,P00143,2024-02-19,android,BR,1157,2,2
S0003288,P00143,2024-02-19,android,BR,1493,3,1
S0003289,P00144,2024-03-17,android,BR,1752,1,1
S0003290,P00144,2024-03-18,android,BR,1197,3,0
S0003291,P00144,2024-03-18,android,BR,3494,1,0
S0003292,P00145,2024-02-29,ios,US,435,4,2
S0003293,P00145,2024-02-29,ios,US,1314,1,1
S0003294,P00145,2024-02-29,ios,US,2954,4,1
S0003295,P00145,2024-03-01,ios,US,1515,1,1
S0003296,P00145,2024-03-01,ios,US,1104,8,1
S0003297,P00145,2024-03-01,ios,US,2355,1,1
S0003298,P00145,2024-03-02,ios,US,3114,8,3
S0003299,P00145,2024-03-02,ios,US,2051,3,2
S0003300,P00145,2024-03-03,ios,US,1117,3,2
S0003301,P00145,2024-03-04,ios,US,2377,3,3
S0003302,P00145,2024-03-05,ios,US,1420,5,1
S0003303,P00145,2024-03-05,ios,US,2827,8,3
S0003304,P00145,2024-03-05,ios,US,4402,6,3
S0003305,P00145,2024-03-05,ios,US,378,2,2
S0003306,P00145,2024-03-05,ios,US,1932,5,1
S0003307,P00145,2024-03-06,ios,US,638,8,3
S0003308,P00145,2024-03-09,ios,US,5400,3,2
S0003309,P00145,2024-03-10,ios,US,1365,3,1
S0003310,P00145,2024-03-10,ios,US,2829,4,3
S0003311,P00145,2024-03-10,ios,US,1770,2,1
S0003312,P00145,2024-03-16,ios,US,1116,3,1
S0003313,P00145,2024-03-16,ios,US,1039,6,3
S0003314,P00145,2024-03-17,ios,US,4681,6,3
S0003315,P00145,2024-03-17,ios,US,3208,7,1
S0003316,P00145,2024-03-17,ios,US,5400,6,3
S0003317,P00146,2024-03-08,android,DE,1869,8,1
S0003318,P00146,2024-03-09,android,DE,2148,4,0
S0003319,P00146,2024-03-09,android,DE,1540,2,1
S0003320,P00146,2024-03-09,android,DE,1521,3,0
S0003321,P00146,2024-03-09,android,DE,967,5,1
S0003322,P00146,2024-03-10,android,DE,1901,4,0
S0003323,P00146,2024-03-12,android,DE,1126,5,0
S0003324,P00146,2024-03-13,android,DE,2357,2,0
S0003325,P00146,2024-03-13,android,DE,2002,5,3
S0003326,P00146,2024-03-13,android,DE,2148,2,1
S0003327,P00146,2024-03-15,android,DE,4939,5,2
S0003328,P00146,2024-03-16,android,DE,1767,7,3
S0003329,P00146,2024-03-22,android,DE,2847,8,3
S0003330,P00147,2024-02-02,android,IN,5400,2,1
S0003331,P00147,2024-02-02,android,IN,3959,5,0
S0003332,P00147,2024-02-03,android,IN,3611,2,1
S0003333,P00147,2024-02-03,android,IN,1504,7,2
S0003334,P00147,2024-02-03,android,IN,2075,4,3
S0003335,P00147,2024-02-04,android,IN,819,8,1
S0003336,P00147,2024-02-05,android,IN,2439,3,0
S0003337,P00147,2024-02-07,android,IN,2131,8,2
S0003338,P00147,2024-02-07,android,IN,1833,7,0
S0003339,P00147,2024-02-08,android,IN,3348,8,1
S0003340,P00147,2024-02-10,android,IN,875,5,2
S0003341,P00147,2024-02-11,android,IN,4821,2,0
S0003342,P00147,2024-02-11,android,IN,3105,8,3
S0003343,P00147,2024-02-12,android,IN,1733,3,3
S0003344,P00147,2024-02-13,android,IN,1653,6,3
S0003345,P00147,2024-02-14,android,IN,2412,2,0
S0003346,P00147,2024-02-14,android,IN,4503,3,1
S0003347,P00147,2024-02-15,android,IN,1921,1,1
S0003348,P00147,2024-02-15,android,IN,1971,8,2
S0003349,P00147,2024-02-15,android,IN,1827,7,0
S0003350,P00147,2024-02-15,android,IN,5266,6,0
S0003351,P00147,2024-02-15,android,IN,1449,7,3
S0003352,P00147,2024-02-16,android,IN,1776,7,0
S0003353,P00147,2024-02-16,android,IN,4350,2,0
S0003354,P00147,2024-02-17,android,IN,1974,6,3
S0003355,P00147,2024-02-17,android,IN,3576,7,1
S0003356,P00147,2024-02-17,android,IN,1046,3,0
S0003357,P00147,2024-02-17,android,IN,1598,1,0
S0003358,P00147,2024-02-18,android,IN,4405,4,3
S0003359,P00147,2024-02-26,android,IN,1204,4,1
S0003360,P00148,2024-03-11,android,US,1651,1,1
S0003361,P00148,2024-03-11,android,US,2109,1,0
S0003362,P00148,2024-03-11,android,US,998,2,2
S0003363,P00148,2024-03-12,android,US,1410,1,1
S0003364,P00148,2024-03-12,android,US,1934,3,2
S0003365,P00148,2024-03-16,android,US,1859,8,1
S0003366,P00148,2024-03-16,android,US,3897,2,0
S0003367,P00148,2024-03-17,android,US,4559,2,0
S0003368,P00148,2024-03-17,android,US,1081,3,1
S0003369,P00148,2024-03-19,android,US,1932,2,2
S0003370,P00148,2024-03-19,android,US,2709,3,1
S0003371,P00149,2024-01-02,ios,BR,4490,4,2
S0003372,P00149,2024-01-03,ios,BR,2782,1,1
S0003373,P00149,2024-01-03,ios,BR,2152,7,0
S0003374,P00149,2024-01-03,ios,BR,2697,4,2
S0003375,P00149,2024-01-04,ios,BR,2708,4,1
S0003376,P00149,2024-01-04,ios,BR,1036,8,3
S0003377,P00149,2024-01-05,ios,BR,2029,3,1
S0003378,P00149,2024-01-05,ios,BR,4339,5,3
S0003379,P00149,2024-01-05,ios,BR,1596,2,1
S0003380,P00149,2024-01-06,ios,BR,1954,2,2
S0003381,P00149,2024-01-06,ios,BR,1563,3,0
S0003382,P00149,2024-01-07,ios,BR,451,8,2
S0003383,P00149,2024-01-08,ios,BR,1830,6,2
S0003384,P00149,2024-01-08,ios,BR,2166,8,3
S0003385,P00149,2024-01-09,ios,BR,1329,3,3
S0003386,P00149,2024-01-09,ios,BR,904,6,0
S0003387,P00149,2024-01-09,ios,BR,1065,8,2
S0003388,P00149,2024-01-09,ios,BR,2859,2,1
S0003389,P00149,2024-01-10,ios,BR,5400,5,1
S0003390,P00149,2024-01-10,ios,BR,4144,6,2
S0003391,P00149,2024-01-10,ios,BR,807,4,1
S0003392,P00149,2024-01-10,ios,BR,3019,6,2
S0003393,P00149,2024-01-11,ios,BR,1214,7,2
S0003394,P00149,2024-01-12,ios,BR,1274,4,1
S0003395,P00149,2024-01-12,ios,BR,1370,5,1
S0003396,P00149,2024-01-14,ios,BR,2761,6,1
S0003397,P00149,2024-01-14,ios,BR,3214,8,1
S0003398,P00149,2024-01-15,ios,BR,1704,5,1
S0003399,P00149,2024-01-15,ios,BR,1722,4,2
S0003400,P00149,2024-01-15,ios,BR,2388,3,3
S0003401,P00149,2024-01-16,ios,BR,2542,5,3
S0003402,P00149,2024-01-18,ios,BR,3661,5,0
S0003403,P00149,2024-01-18,ios,BR,836,7,3
S0003404,P00149,2024-01-19,ios,BR,1829,5,3
S0003405,P00149,2024-01-23,ios,BR,952,4,2
S0003406,P00149,2024-01-23,ios,BR,1753,1,1
S0003407,P00149,2024-01-26,ios,BR,1578,6,0
S0003408,P00149,2024-01-26,ios,BR,1758,3,1
S0003409,P00149,2024-01-27,ios,BR,1118,1,0
S0003410,P00149,2024-01-27,ios,BR,740,2,1
S0003411,P00149,2024-01-27,ios,BR,514,2,2
S0003412,P00149,2024-01-29,ios,BR,1671,7,1
S0003413,P00149,2024-01-30,ios,BR,1396,1,0
S0003414,P00149,2024-01-30,ios,BR,1205,2,1
S0003415,P00149,2024-02-10,ios,BR,3997,4,1
S0003416,P00149,2024-02-10,ios,BR,1079,7,1
S0003417,P00149,2024-02-12,ios,BR,4230,5,3
S0003418,P00149,2024-02-21,ios,BR,4790,7,3
S0003419,P00149,2024-02-21,ios,BR,560,8,1
S0003420,P00150,2024-03-28,android,TR,1911,7,3
S0003421,P00150,2024-03-28,android,TR,1422,1,1
S0003422,P00150,2024-03-29,android,TR,315,7,2
S0003423,P00150,2024-03-29,android,TR,759,6,0
S0003424,P00150,2024-03-30,android,TR,2878,8,1
S0003425,P00150,2024-03-30,android,TR,5400,6,1
S0003426,P00150,2024-03-31,android,TR,3107,7,1
S0003427,P00150,2024-03-31,android,TR,2195,7,1
S0003428,P00151,2024-01-15,android,BR,1785,4,2
S0003429,P00151,2024-01-15,android,BR,4962,4,3
S0003430,P00151,2024-01-16,android,BR,5400,1,0
S0003431,P00151,2024-01-16,android,BR,1271,2,1
S0003432,P00151,2024-01-17,android,BR,544,6,2
S0003433,P00151,2024-01-18,android,BR,513,8,3
S0003434,P00151,2024-01-18,android,BR,3996,2,1
S0003435,P00151,2024-01-19,android,BR,1757,6,2
S0003436,P00151,2024-01-20,android,BR,2018,4,0
S0003437,P00151,2024-01-22,android,BR,617,2,2
S0003438,P00151,2024-01-22,android,BR,1150,3,0
S0003439,P00151,2024-01-22,android,BR,1514,1,1
S0003440,P00151,2024-01-23,android,BR,2048,8,1
S0003441,P00151,2024-01-23,android,BR,1423,5,1
S0003442,P00151,2024-01-23,android,BR,970,7,2
S0003443,P00151,2024-01-23,android,BR,1129,3,1
S0003444,P00151,2024-01-24,android,BR,3733,2,0
S0003445,P00151,2024-02-01,android,BR,2094,7,1
S0003446,P00151,2024-02-01,android,BR,2610,4,0
S0003447,P00151,2024-02-03,android,BR,1054,2,0
S0003448,P00151,2024-02-03,android,BR,307,5,1
S0003449,P00151,2024-02-03,android,BR,1320,2,1
S0003450,P00151,2024-02-06,android,BR,1074,3,1
S0003451,P00151,2024-02-06,android,BR,2229,1,1
S0003452,P00151,2024-02-10,android,BR,5400,1,1
S0003453,P00151,2024-02-10,android,BR,2743,3,1
S0003454,P00151,2024-02-11,android,BR,5400,3,1
S0003455,P00152,2024-03-28,android,US,2543,4,3
S0003456,P00152,2024-03-29,android,US,1239,4,1
S0003457,P00152,2024-03-30,android,US,2227,2,1
S0003458,P00152,2024-03-30,android,US,5262,3,0
S0003459,P00152,2024-03-30,android,US,5400,5,3
S0003460,P00153,2024-03-09,ios,ID,1280,7,3
S0003461,P00153,2024-03-09,ios,ID,2104,8,2
S0003462,P00153,2024-03-10,ios,ID,766,7,2
