player_id,install_date,country,platform,age_group,acq_source,is_payer,stumble_pass,lifetime_gems
P00443,2024-01-06,ID,ios,18-24,organic,False,False,16482
P00444,2024-02-09,PH,android,18-24,influencer,False,False,35056
P00445,2024-02-16,FR,android,45+,paid_social,False,False,26090
P00446,2024-01-06,FR,android,18-24,app_store_search,False,False,20681
P00447,2024-02-15,MX,android,25-34,paid_social,False,False,32252
P00448,2024-01-27,ID,android,18-24,organic,False,False,7796
P00449,2024-03-28,US,android,25-34,paid_social,False,False,7263
P00450,2024-02-01,MX,android,18-24,cross_promo,False,False,12777
P00451,2024-03-26,IN,ios,25-34,app_store_search,False,False,41538
P00452,2024-01-14,ID,android,35-44,paid_social,False,False,20343
P00453,2024-02-15,TR,android,35-44,paid_social,False,False,40153
P00454,2024-03-12,US,android,35-44,app_store_search,False,False,14862
P00455,2024-02-22,IN,android,13-17,organic,False,False,41232
P00456,2024-03-20,US,android,25-34,influencer,False,False,37649
P00457,2024-01-20,ID,android,13-17,paid_social,False,False,48786
P00458,2024-01-31,US,android,18-24,organic,False,True,15691
P00459,2024-01-21,US,android,25-34,paid_social,False,False,25028
P00460,2024-01-23,US,ios,18-24,organic,False,False,42135
P00461,2024-02-22,DE,ios,18-24,influencer,False,False,31066
P00462,2024-01-04,MX,android,45+,app_store_search,False,False,33181
P00463,2024-01-23,IN,android,13-17,organic,False,False,17934
P00464,2024-02-12,FR,android,25-34,cross_promo,False,False,20910
P00465,2024-02-22,ID,android,18-24,organic,False,False,47482
P00466,2024-03-26,BR,android,13-17,paid_social,False,False,7141
P00467,2024-02-01,TR,android,13-17,organic,False,False,45950
P00468,2024-02-04,BR,android,45+,app_store_search,False,False,16225
P00469,2024-01-21,FR,android,35-44,cross_promo,True,False,34714
P00470,2024-03-30,US,android,35-44,influencer,False,False,21587
P00471,2024-01-14,FR,ios,45+,cross_promo,False,False,32959
P00472,2024-02-18,US,ios,18-24,influencer,False,False,49192
P00473,2024-01-05,TR,android,18-24,app_store_search,False,False,14175
P00474,2024-03-01,IN,android,25-34,influencer,False,False,10051
P00475,2024-01-29,FR,ios,18-24,app_store_search,False,False,5892
P00476,2024-01-26,US,android,18-24,paid_social,False,False,3449
P00477,2024-02-28,IN,ios,18-24,organic,False,True,41095
P00478,2024-02-14,FR,android,25-34,paid_social,False,False,38677
P00479,2024-02-09,IN,ios,25-34,organic,False,False,12393
P00480,2024-01-30,DE,android,13-17,influencer,True,False,29190
P00481,2024-01-29,GB,ios,18-24,paid_social,False,False,34709
P00482,2024-01-04,ID,ios,25-34,influencer,False,False,31533
P00483,2024-03-25,DE,android,25-34,organic,False,False,26141
P00484,2024-01-25,IN,android,18-24,organic,False,True,36989
P00485,2024-02-21,TR,ios,25-34,paid_social,False,False,23908
P00486,2024-02-12,US,android,13-17,app_store_search,False,True,39311
P00487,2024-02-05,BR,ios,18-24,paid_social,False,False,32322
P00488,2024-01-09,FR,android,25-34,paid_social,False,False,14012
P00489,2024-02-05,TR,android,25-34,influencer,False,False,34889
P00490,2024-02-14,ID,android,18-24,influencer,False,False,17412
P00491,2024-03-23,DE,android,25-34,organic,False,True,30614
P00492,2024-03-06,BR,android,25-34,paid_social,False,False,44494
P00493,2024-02-21,US,android,25-34,organic,False,False,24657
P00494,2024-03-27,ID,android,25-34,app_store_search,False,False,5656
P00495,2024-03-09,BR,android,25-34,organic,False,False,8967
P00496,2024-02-12,IN,android,18-24,paid_social,False,False,19422
P00497,2024-01-04,US,ios,13-17,organic,False,False,15764
P00498,2024-01-15,FR,ios,18-24,organic,False,False,15873
P00499,2024-02-03,FR,android,18-24,cross_promo,False,True,28949
P00500,2024-01-23,GB,ios,25-34,organic,False,True,43847
P00501,2024-03-15,IN,android,18-24,organic,False,True,2271
P00502,2024-02-03,BR,android,18-24,paid_social,False,False,1607
P00503,2024-01-05,PH,ios,13-17,organic,False,False,19523
P00504,2024-01-14,GB,android,18-24,organic,False,False,48447
P00505,2024-03-17,US,android,18-24,cross_promo,False,False,49757
P00506,2024-02-25,TR,ios,25-34,cross_promo,True,False,27990
P00507,2024-02-14,PH,android,13-17,app_store_search,False,False,3665
P00508,2024-02-10,FR,ios,25-34,cross_promo,False,False,16308
P00509,2024-02-25,GB,ios,45+,influencer,False,False,5852
P00510,2024-03-18,DE,android,13-17,organic,False,False,5462
P00511,2024-03-06,ID,ios,18-24,cross_promo,False,False,31795
P00512,2024-01-15,FR,android,13-17,cross_promo,False,False,4270
P00513,2024-02-19,TR,android,25-34,cross_promo,False,False,48465
P00514,2024-03-14,US,android,25-34,paid_social,False,False,24491
P00515,2024-01-25,US,ios,18-24,organic,False,False,36230
P00516,2024-02-02,ID,android,18-24,cross_promo,False,False,48242
P00517,2024-01-06,PH,android,35-44,influencer,False,False,347
P00518,2024-03-31,FR,android,18-24,app_store_search,False,False,49152
P00519,2024-02-25,US,android,13-17,organic,False,False,32830
P00520,2024-01-01,DE,android,35-44,organic,False,False,1783
P00521,2024-03-07,ID,android,25-34,organic,False,False,28390
P00522,2024-03-09,FR,android,35-44,cross_promo,False,False,8417
P00523,2024-03-28,PH,android,25-34,organic,False,False,6566
P00524,2024-03-26,PH,ios,35-44,organic,False,False,17426
P00525,2024-01-26,ID,android,18-24,app_store_search,True,False,30750
P00526,2024-02-16,ID,android,25-34,organic,False,False,10872
P00527,2024-02-25,BR,ios,35-44,cross_promo,False,True,28695
P00528,2024-01-09,US,android,25-34,paid_social,False,False,48086
P00529,2024-03-26,TR,ios,18-24,cross_promo,False,True,1234
P00530,2024-02-12,PH,android,18-24,paid_social,False,False,34752
P00531,2024-03-20,FR,ios,18-24,app_store_search,True,False,28832
P00532,2024-02-10,FR,android,18-24,app_store_search,False,False,17978
P00533,2024-03-25,IN,android,18-24,organic,False,True,22641
P00534,2024-01-16,MX,android,25-34,organic,False,False,27127
P00535,2024-02-08,FR,ios,25-34,organic,False,False,34720
P00536,2024-03-05,PH,android,18-24,influencer,False,False,18079
P00537,2024-02-09,BR,android,25-34,cross_promo,False,True,17338
P00538,2024-03-26,ID,android,13-17,paid_social,False,False,3291
P00539,2024-02-22,US,android,13-17,influencer,False,False,8548
P00540,2024-02-11,FR,android,13-17,organic,False,True,47272
P00541,2024-02-21,DE,android,18-24,cross_promo,False,False,44555
P00542,2024-03-30,BR,ios,18-24,app_store_search,False,False,33736
P00543,2024-02-07,GB,android,18-24,organic,False,False,49393
P00544,2024-03-11,DE,android,18-24,paid_social,False,False,28022
P00545,2024-01-17,BR,android,35-44,organic,False,False,4234
P00546,2024-01-25,US,android,13-17,paid_social,False,False,26720
P00547,2024-02-23,GB,android,25-34,paid_social,False,False,41106
P00548,2024-03-26,IN,android,25-34,organic,False,False,40117
P00549,2024-02-18,MX,android,25-34,paid_social,False,False,13368
P00550,2024-03-27,IN,android,45+,paid_social,False,False,47969
P00551,2024-01-23,TR,android,13-17,paid_social,False,False,48838
P00552,2024-03-19,IN,ios,13-17,influencer,False,False,8734
P00553,2024-03-13,IN,ios,35-44,organic,False,False,41651
P00554,2024-02-08,TR,android,18-24,cross_promo,False,False,33793
P00555,2024-02-21,ID,ios,25-34,influencer,False,False,12197
P00556,2024-03-11,US,android,25-34,paid_social,True,True,3359
P00557,2024-01-01,US,android,25-34,organic,False,False,38025
P00558,2024-02-08,MX,android,45+,influencer,False,False,35719
P00559,2024-02-06,DE,android,45+,app_store_search,False,False,7389
P00560,2024-01-27,GB,ios,25-34,organic,False,True,47434
P00561,2024-02-25,US,android,18-24,paid_social,False,False,14952
P00562,2024-03-15,US,android,35-44,organic,False,True,29075
P00563,2024-03-18,US,android,13-17,paid_social,False,False,18939
P00564,2024-03-24,BR,android,18-24,organic,False,True,46995
P00565,2024-02-11,IN,android,35-44,paid_social,False,False,15624
P00566,2024-02-29,ID,android,18-24,influencer,False,False,1735
P00567,2024-02-26,ID,android,18-24,paid_social,False,False,24315
P00568,2024-02-26,TR,ios,13-17,paid_social,False,False,17422
P00569,2024-03-27,BR,ios,35-44,paid_social,False,False,39137
P00570,2024-01-28,IN,android,18-24,paid_social,False,False,7127
P00571,2024-03-06,MX,ios,25-34,organic,False,False,35680
P00572,2024-03-01,ID,android,18-24,organic,False,False,48232
P00573,2024-01-22,DE,android,25-34,cross_promo,False,False,12606
P00574,2024-03-25,TR,android,25-34,organic,False,False,32743
P00575,2024-01-11,FR,android,18-24,influencer,True,False,34010
P00576,2024-02-06,US,ios,18-24,app_store_search,False,False,15636
P00577,2024-03-06,TR,android,18-24,organic,False,False,25348
P00578,2024-03-25,IN,android,45+,paid_social,False,False,10108
P00579,2024-03-22,BR,android,25-34,paid_social,True,False,8098
P00580,2024-03-20,ID,android,45+,cross_promo,False,False,36180
P00581,2024-02-12,FR,ios,18-24,app_store_search,False,False,18883
P00582,2024-01-12,IN,android,25-34,influencer,False,False,44400
P00583,2024-01-31,BR,android,25-34,organic,False,False,45999
P00584,2024-03-27,DE,android,25-34,influencer,False,False,47951
P00585,2024-02-09,BR,android,45+,paid_social,False,False,7160
P00586,2024-01-29,US,android,18-24,paid_social,False,True,19929
P00587,2024-01-26,US,android,13-17,organic,False,False,17597
P00588,2024-01-19,US,android,25-34,organic,False,False,11123
P00589,2024-01-04,US,android,25-34,cross_promo,False,False,49570
P00590,2024-01-06,US,ios,25-34,paid_social,False,False,28357
P00591,2024-02-01,DE,ios,18-24,paid_social,True,False,4960
P00592,2024-03-01,US,android,18-24,paid_social,False,False,33556
P00593,2024-03-19,BR,android,18-24,cross_promo,False,False,18255
P00594,2024-01-10,TR,android,18-24,influencer,False,False,13350
P00595,2024-02-28,ID,android,25-34,organic,False,False,30881
P00596,2024-02-23,GB,android,25-34,organic,False,False,18409
P00597,2024-03-21,US,android,18-24,organic,False,False,32635
P00598,2024-03-14,US,android,18-24,app_store_search,False,True,2446
P00599,2024-01-25,US,android,18-24,influencer,False,False,30657
P00600,2024-03-30,US,android,18-24,paid_social,False,False,21207
P00601,2024-02-19,BR,android,25-34,influencer,False,False,48951
P00602,2024-03-04,US,android,35-44,paid_social,False,False,8752
P00603,2024-02-21,US,android,18-24,cross_promo,False,False,13440
P00604,2024-02-01,US,android,25-34,paid_social,False,False,44864
P00605,2024-01-19,ID,android,35-44,organic,False,False,49691
P00606,2024-03-24,US,android,35-44,organic,False,False,6499
P00607,2024-03-29,BR,android,18-24,paid_social,False,False,21139
P00608,2024-01-01,IN,android,45+,app_store_search,False,False,14767
P00609,2024-01-14,GB,android,18-24,paid_social,False,False,22343
P00610,2024-02-24,US,ios,18-24,cross_promo,False,False,27712
P00611,2024-01-29,PH,android,13-17,cross_promo,False,False,19673
P00612,2024-01-23,DE,android,18-24,organic,False,False,29488
P00613,2024-03-30,US,android,13-17,organic,False,False,26520
P00614,2024-03-07,TR,android,18-24,organic,False,False,44105
P00615,2024-02-29,TR,android,18-24,influencer,False,False,48587
P00616,2024-01-07,US,android,35-44,organic,False,False,15784
P00617,2024-03-12,BR,android,35-44,paid_social,False,False,38079
P00618,2024-02-01,PH,ios,18-24,paid_social,True,False,44220
P00619,2024-01-16,MX,android,35-44,influencer,False,False,20491
P00620,2024-02-28,US,ios,35-44,organic,False,False,47342
P00621,2024-01-18,US,ios,25-34,paid_social,False,False,48720
P00622,2024-02-29,ID,android,13-17,paid_social,False,False,35268
P00623,2024-03-26,ID,ios,25-34,paid_social,False,False,14718
P00624,2024-03-08,DE,android,45+,cross_promo,True,False,35597
P00625,2024-03-12,BR,ios,25-34,organic,False,False,32815
P00626,2024-03-17,ID,android,18-24,cross_promo,False,False,35132
P00627,2024-02-10,MX,android,18-24,influencer,False,False,26832
P00628,2024-02-26,US,android,25-34,paid_social,False,False,31862
P00629,2024-03-19,BR,android,18-24,influencer,False,False,12864
P00630,2024-03-05,GB,android,13-17,paid_social,False,False,22842
P00631,2024-02-24,TR,android,18-24,organic,False,False,8177
P00632,2024-03-11,IN,android,35-44,influencer,True,False,46115
P00633,2024-02-27,IN,android,35-44,paid_social,False,False,40699
P00634,2024-01-21,US,android,13-17,influencer,False,False,45609
P00635,2024-03-01,ID,android,45+,paid_social,False,False,11844
P00636,2024-02-27,IN,ios,18-24,app_store_search,False,False,8594
P00637,2024-02-03,BR,android,25-34,influencer,False,False,13418
P00638,2024-02-01,BR,ios,25-34,organic,False,False,34854
P00639,2024-03-22,ID,android,35-44,paid_social,False,False,23108
P00640,2024-02-05,US,android,45+,influencer,False,False,10419
P00641,2024-03-07,BR,android,18-24,cross_promo,False,False,22539
P00642,2024-03-03,US,ios,35-44,paid_social,False,False,44370
P00643,2024-03-21,BR,android,13-17,cross_promo,False,False,43950
P00644,2024-01-31,US,android,25-34,organic,False,False,12835
P00645,2024-02-05,TR,android,25-34,paid_social,False,True,17533
P00646,2024-02-26,DE,ios,25-34,cross_promo,False,False,49214
P00647,2024-01-10,GB,android,18-24,cross_promo,False,False,29515
P00648,2024-02-06,MX,android,35-44,influencer,False,False,35921
P00649,2024-01-31,IN,android,13-17,cross_promo,False,False,41968
P00650,2024-02-04,US,android,13-17,organic,False,False,22322
P00651,2024-02-12,IN,android,25-34,cross_promo,False,False,10223
P00652,2024-02-10,IN,android,18-24,paid_social,False,False,10273
P00653,2024-03-10,MX,android,35-44,organic,False,False,33519
P00654,2024-01-11,ID,android,18-24,organic,False,False,24160
P00655,2024-01-18,US,android,13-17,paid_social,False,False,8849
P00656,2024-01-20,BR,ios,35-44,organic,False,False,49852
P00657,2024-01-30,BR,ios,25-34,paid_social,False,False,25656
P00658,2024-02-19,DE,android,18-24,organic,False,False,48988
P00659,2024-03-29,IN,android,25-34,organic,False,False,10348
P00660,2024-01-20,BR,android,18-24,paid_social,False,False,17924
P00661,2024-03-31,FR,ios,25-34,paid_social,False,True,38935
P00662,2024-01-28,DE,android,18-24,paid_social,True,False,39132
P00663,2024-01-09,BR,android,35-44,influencer,False,False,1983
P00664,2024-02-23,US,android,35-44,cross_promo,False,False,24890
P00665,2024-02-22,US,android,25-34,influencer,False,False,14629
P00666,2024-02-12,BR,android,13-17,paid_social,False,True,49056
P00667,2024-03-10,US,android,35-44,influencer,False,False,11273
P00668,2024-02-29,US,android,25-34,organic,False,False,31739
P00669,2024-02-23,BR,android,25-34,organic,False,True,40416
P00670,2024-01-08,US,android,18-24,paid_social,False,False,7894
P00671,2024-01-27,TR,android,35-44,cross_promo,False,False,46073
P00672,2024-02-23,US,android,25-34,organic,False,False,45693
P00673,2024-02-19,IN,android,13-17,organic,False,False,24343
P00674,2024-03-15,ID,ios,18-24,organic,True,True,43095
P00675,2024-03-30,FR,android,35-44,cross_promo,False,False,31174
P00676,2024-01-03,US,android,13-17,influencer,False,False,44179
P00677,2024-03-14,ID,android,45+,organic,False,False,6900
P00678,2024-02-18,FR,android,25-34,paid_social,False,False,48905
P00679,2024-03-02,TR,android,25-34,paid_social,False,False,3800
P00680,2024-01-01,PH,android,18-24,influencer,True,False,35246
P00681,2024-02-15,BR,ios,18-24,organic,False,False,42735
P00682,2024-02-08,US,android,45+,cross_promo,False,False,42926
P00683,2024-02-19,GB,android,18-24,paid_social,False,False,7054
P00684,2024-02-23,TR,android,25-34,influencer,False,False,38827
P00685,2024-03-09,IN,android,18-24,organic,False,False,42727
P00686,2024-03-10,IN,android,13-17,paid_social,False,False,44775
P00687,2024-03-18,BR,android,13-17,paid_social,False,True,41201
P00688,2024-01-29,MX,android,25-34,paid_social,False,False,29373
P00689,2024-03-03,US,android,45+,organic,False,False,27525
P00690,2024-01-29,BR,android,18-24,cross_promo,False,False,38977
P00691,2024-02-04,ID,android,18-24,organic,False,True,7115
P00692,2024-02-25,IN,android,18-24,influencer,False,False,31107
P00693,2024-03-03,BR,android,18-24,cross_promo,True,False,30486
P00694,2024-01-04,US,ios,18-24,paid_social,False,False,13068
P00695,2024-02-19,DE,android,35-44,influencer,False,False,18640
P00696,2024-02-13,BR,android,18-24,influencer,False,False,32158
P00697,2024-03-26,IN,android,18-24,paid_social,False,False,36136
P00698,2024-03-27,US,android,13-17,cross_promo,False,False,16128
P00699,2024-02-21,ID,android,45+,organic,False,False,24942
P00700,2024-01-22,IN,android,18-24,paid_social,False,False,2827
P00701,2024-02-29,US,ios,13-17,influencer,False,False,15990
P00702,2024-01-17,BR,android,25-34,paid_social,False,False,35255
P00703,2024-03-20,US,android,25-34,paid_social,False,False,19987
P00704,2024-03-09,US,android,18-24,paid_social,False,True,46115
P00705,2024-01-04,FR,ios,18-24,cross_promo,False,False,20901
P00706,2024-02-20,BR,android,25-34,app_store_search,False,False,16277
P00707,2024-03-16,PH,android,18-24,paid_social,False,False,1643
P00708,2024-03-13,BR,android,35-44,influencer,True,False,23729
P00709,2024-03-25,GB,android,25-34,app_store_search,False,True,21087
P00710,2024-01-04,MX,android,18-24,organic,False,False,21818
P00711,2024-01-11,DE,android,18-24,organic,False,False,19
P00712,2024-03-23,ID,android,18-24,influencer,False,False,33443
P00713,2024-02-24,ID,android,25-34,cross_promo,False,False,49760
P00714,2024-01-18,BR,android,18-24,cross_promo,False,False,49213
P00715,2024-02-29,TR,android,18-24,paid_social,False,True,9457
P00716,2024-01-24,PH,android,25-34,organic,False,False,33922
P00717,2024-01-07,FR,ios,45+,paid_social,False,False,9820
P00718,2024-02-03,US,ios,18-24,organic,False,True,32750
P00719,2024-02-18,MX,android,35-44,organic,False,False,42586
P00720,2024-02-11,FR,ios,18-24,cross_promo,False,False,36484
P00721,2024-01-28,US,ios,13-17,organic,False,False,38010
P00722,2024-02-28,US,ios,18-24,cross_promo,False,False,37790
P00723,2024-02-11,MX,android,18-24,paid_social,False,False,22869
P00724,2024-02-13,IN,android,18-24,influencer,False,False,34421
P00725,2024-02-18,PH,android,13-17,organic,False,False,2502
P00726,2024-02-05,US,android,35-44,paid_social,False,False,16665
P00727,2024-02-23,PH,android,35-44,organic,False,False,25600
P00728,2024-02-02,US,android,25-34,app_store_search,False,False,29394
P00729,2024-01-11,US,android,13-17,cross_promo,False,False,14086
P00730,2024-03-01,US,android,13-17,paid_social,False,False,36171
P00731,2024-01-03,PH,android,13-17,organic,False,False,34003
P00732,2024-03-10,GB,android,25-34,app_store_search,False,False,13149
P00733,2024-01-07,IN,ios,35-44,paid_social,False,False,30394
P00734,2024-02-14,BR,ios,18-24,organic,False,False,14396
P00735,2024-01-29,TR,ios,13-17,paid_social,False,False,23324
P00736,2024-03-24,ID,ios,18-24,app_store_search,False,False,47198
P00737,2024-01-09,PH,android,18-24,organic,True,False,17169
P00738,2024-03-24,ID,ios,18-24,organic,False,False,46632
P00739,2024-01-06,ID,android,25-34,app_store_search,False,False,48274
P00740,2024-01-04,ID,android,25-34,organic,False,False,44277
P00741,2024-02-01,BR,android,13-17,organic,False,False,26243
P00742,2024-01-26,MX,android,13-17,paid_social,False,False,31016
P00743,2024-01-03,IN,android,45+,cross_promo,True,False,3194
P00744,2024-03-20,BR,android,18-24,paid_social,False,False,32398
P00745,2024-01-20,TR,ios,13-17,app_store_search,False,False,4789
P00746,2024-01-31,ID,android,18-24,influencer,False,False,20159
P00747,2024-01-17,IN,android,13-17,organic,False,False,43406
P00748,2024-03-01,TR,ios,18-24,app_store_search,False,False,5350
P00749,2024-03-26,DE,android,35-44,paid_social,False,True,33301
P00750,2024-01-15,US,android,18-24,organic,False,False,24977
P00751,2024-03-13,FR,android,18-24,paid_social,False,False,36431
P00752,2024-01-28,DE,android,25-34,paid_social,False,False,129
P00753,2024-02-29,BR,android,18-24,organic,False,False,45331
P00754,2024-03-30,US,ios,35-44,organic,False,False,34626
P00755,2024-02-02,PH,android,35-44,paid_social,False,False,48503
P00756,2024-02-17,DE,android,13-17,cross_promo,False,False,27549
P00757,2024-01-22,IN,ios,25-34,paid_social,False,False,12342
P00758,2024-03-18,TR,android,18-24,app_store_search,False,False,36417
P00759,2024-03-18,MX,android,45+,organic,False,False,10978
P00760,2024-01-15,US,android,18-24,organic,True,True,37628
P00761,2024-01-21,BR,android,45+,organic,False,False,42180
P00762,2024-02-09,BR,android,25-34,organic,False,False,8833
P00763,2024-01-14,MX,android,18-24,organic,False,False,46903
P00764,2024-03-15,US,android,25-34,cross_promo,False,False,33491
P00765,2024-01-04,IN,ios,45+,app_store_search,False,False,29473
P00766,2024-02-09,MX,android,35-44,app_store_search,False,False,737
P00767,2024-03-14,TR,android,13-17,organic,False,False,29429
P00768,2024-03-27,BR,android,25-34,cross_promo,False,False,46647
P00769,2024-02-18,PH,android,18-24,paid_social,False,False,1299
P00770,2024-02-20,US,android,13-17,organic,False,False,339
P00771,2024-01-26,PH,android,18-24,cross_promo,False,False,32920
P00772,2024-01-10,US,ios,18-24,influencer,False,False,42381
P00773,2024-03-16,ID,android,35-44,organic,False,False,46523
P00774,2024-03-29,PH,android,18-24,paid_social,False,False,48750
P00775,2024-03-21,US,android,35-44,organic,False,True,19435
P00776,2024-02-01,BR,android,13-17,influencer,False,False,33194
P00777,2024-01-14,GB,android,18-24,paid_social,False,False,24509
P00778,2024-03-30,GB,android,18-24,app_store_search,False,False,42095
P00779,2024-02-08,DE,android,18-24,organic,False,False,44289
P00780,2024-03-28,GB,android,13-17,paid_social,False,False,1373
P00781,2024-03-17,IN,ios,18-24,paid_social,False,False,7082
P00782,2024-01-16,BR,ios,25-34,paid_social,False,False,25532
P00783,2024-03-13,BR,ios,18-24,paid_social,False,False,42661
P00784,2024-01-06,US,ios,18-24,influencer,False,False,18866
P00785,2024-02-14,TR,android,18-24,cross_promo,False,True,7593
P00786,2024-03-09,IN,ios,35-44,app_store_search,False,False,9495
P00787,2024-02-24,ID,android,35-44,cross_promo,False,True,49522
P00788,2024-03-25,ID,ios,18-24,cross_promo,False,False,7837
P00789,2024-02-17,FR,ios,18-24,paid_social,False,False,11172
P00790,2024-01-09,US,android,13-17,cross_promo,False,False,18680
P00791,2024-03-05,IN,ios,45+,paid_social,True,False,30346
P00792,2024-03-23,IN,android,13-17,paid_social,False,False,43085
P00793,2024-02-13,DE,android,18-24,paid_social,False,False,23412
P00794,2024-01-02,US,android,18-24,paid_social,False,False,22863
P00795,2024-02-23,TR,android,18-24,organic,False,False,30804
P00796,2024-03-03,FR,android,13-17,app_store_search,False,False,10934
P00797,2024-01-14,IN,android,25-34,paid_social,False,False,30723
P00798,2024-02-25,GB,ios,13-17,organic,False,False,20405
P00799,2024-02-16,TR,android,25-34,paid_social,False,True,18748
P00800,2024-03-22,GB,ios,13-17,organic,False,False,5230
P00801,2024-02-28,US,ios,13-17,organic,False,False,46413
P00802,2024-03-31,IN,ios,35-44,organic,False,True,22354
P00803,2024-01-20,DE,ios,18-24,paid_social,False,False,8954
P00804,2024-02-25,ID,android,35-44,paid_social,False,False,23139
P00805,2024-01-23,MX,ios,25-34,cross_promo,False,True,45022
P00806,2024-03-07,FR,android,13-17,influencer,False,False,17388
P00807,2024-03-24,TR,android,45+,paid_social,False,False,39825
P00808,2024-02-04,ID,android,18-24,paid_social,True,False,36523
P00809,2024-03-19,US,android,35-44,paid_social,False,False,35614
P00810,2024-03-09,FR,android,13-17,cross_promo,False,False,35732
P00811,2024-03-02,PH,android,35-44,organic,False,False,41646
P00812,2024-02-29,US,android,13-17,organic,False,True,21021
P00813,2024-02-25,TR,android,18-24,cross_promo,False,False,27702
P00814,2024-03-16,TR,android,25-34,paid_social,False,False,45416
P00815,2024-02-04,IN,android,45+,organic,False,False,35523
P00816,2024-02-11,DE,android,35-44,organic,False,False,19116
P00817,2024-02-01,ID,android,35-44,app_store_search,False,False,6473
P00818,2024-01-12,US,android,35-44,cross_promo,False,False,47322
P00819,2024-02-05,BR,android,18-24,influencer,False,False,22735
P00820,2024-02-27,PH,ios,18-24,paid_social,False,False,34461
P00821,2024-02-01,US,android,18-24,paid_social,False,True,11084
P00822,2024-02-29,BR,android,18-24,app_store_search,False,False,44771
P00823,2024-03-13,ID,android,18-24,app_store_search,True,False,28756
P00824,2024-03-19,IN,android,25-34,organic,False,False,17068
P00825,2024-03-26,TR,ios,13-17,cross_promo,False,False,28916
P00826,2024-02-18,BR,android,25-34,organic,False,True,2919
P00827,2024-02-13,BR,android,13-17,organic,False,False,23550
P00828,2024-01-04,MX,android,18-24,influencer,False,False,36524
P00829,2024-03-04,ID,android,18-24,paid_social,False,False,3283
P00830,2024-02-11,BR,android,25-34,app_store_search,False,False,4691
P00831,2024-01-24,ID,android,25-34,organic,False,False,23212
P00832,2024-03-03,US,android,25-34,paid_social,False,False,40118
P00833,2024-01-28,US,android,13-17,app_store_search,False,False,28602
P00834,2024-02-15,IN,android,25-34,app_store_search,False,False,17540
P00835,2024-02-03,ID,ios,13-17,organic,True,False,35829
P00836,2024-02-13,TR,ios,18-24,paid_social,False,False,5919
P00837,2024-02-05,BR,android,18-24,influencer,False,False,22277
P00838,2024-03-17,IN,android,13-17,organic,False,False,17676
P00839,2024-03-30,DE,android,18-24,app_store_search,True,False,42844
P00840,2024-02-05,US,android,45+,app_store_search,False,False,9752
P00841,2024-03-12,GB,android,45+,organic,False,False,16012
P00842,2024-01-02,US,ios,18-24,organic,False,False,9175
P00843,2024-03-07,FR,ios,13-17,organic,False,False,40670
P00844,2024-01-25,US,android,13-17,app_store_search,True,False,2067
P00845,2024-01-11,ID,android,18-24,organic,False,False,31478
P00846,2024-01-31,US,ios,45+,paid_social,False,False,26439
P00847,2024-02-22,FR,android,13-17,paid_social,False,False,34747
P00848,2024-03-03,IN,android,25-34,influencer,False,False,29810
P00849,2024-03-12,DE,android,13-17,organic,True,True,18302
P00850,2024-01-31,US,android,45+,organic,False,False,700
P00851,2024-03-29,MX,android,18-24,app_store_search,False,False,36814
P00852,2024-03-01,US,android,25-34,app_store_search,True,False,34841
P00853,2024-03-23,TR,ios,18-24,cross_promo,False,False,44713
P00854,2024-03-03,US,android,25-34,organic,False,False,49546
P00855,2024-02-27,US,android,18-24,paid_social,False,False,3048
P00856,2024-01-03,US,android,13-17,influencer,False,False,33290
P00857,2024-01-12,ID,android,45+,organic,True,False,11101
P00858,2024-02-07,IN,android,35-44,app_store_search,False,False,29778
P00859,2024-01-29,US,android,35-44,influencer,False,False,27425
P00860,2024-02-21,MX,ios,25-34,organic,False,False,41509
P00861,2024-03-29,ID,android,35-44,app_store_search,False,False,17852
P00862,2024-02-01,IN,ios,13-17,app_store_search,False,True,24500
P00863,2024-02-09,ID,android,18-24,organic,False,False,12674
P00864,2024-03-25,ID,android,18-24,paid_social,True,True,23195
P00865,2024-03-15,IN,android,25-34,paid_social,False,False,24371
P00866,2024-02-17,US,android,18-24,paid_social,False,True,33053
P00867,2024-03-01,US,android,13-17,organic,False,False,11957
P00868,2024-03-11,TR,android,25-34,paid_social,False,False,7108
P00869,2024-03-08,FR,android,35-44,app_store_search,False,False,47758
P00870,2024-02-14,ID,ios,18-24,paid_social,False,True,17829
P00871,2024-02-24,BR,ios,13-17,organic,False,False,5837
P00872,2024-03-11,DE,ios,18-24,influencer,False,False,15032
P00873,2024-02-12,ID,android,18-24,paid_social,True,False,34234
P00874,2024-02-15,US,ios,18-24,cross_promo,False,False,26352
P00875,2024-03-30,US,android,25-34,paid_social,False,False,30215
P00876,2024-02-28,GB,android,25-34,organic,False,False,9106
P00877,2024-02-04,DE,android,25-34,organic,False,False,41247
P00878,2024-02-09,US,android,18-24,cross_promo,False,True,28766
P00879,2024-02-02,BR,android,35-44,organic,False,False,43048
P00880,2024-01-30,BR,android,18-24,cross_promo,False,False,38700
P00881,2024-01-16,GB,ios,18-24,organic,False,True,9996
P00882,2024-01-25,US,android,35-44,paid_social,True,False,1178
P00883,2024-02-10,US,android,18-24,paid_social,False,False,35319
P00884,2024-01-16,PH,android,13-17,app_store_search,False,False,16025
P00885,2024-03-09,US,ios,35-44,app_store_search,False,False,9780
P00886,2024-03-29,DE,android,18-24,organic,False,True,22706
